id,target
test_id_412,64.315
test_id_413,57.782
test_id_414,81.748
test_id_415,64.45
test_id_416,68.835
test_id_417,73.929
test_id_418,70.939
test_id_419,75.988
test_id_420,49.159
test_id_421,59.704
test_id_422,50.947
test_id_423,68.249
test_id_424,63.991
test_id_425,56.005
test_id_426,60.557
test_id_427,81.088
test_id_428,86.816
test_id_429,87.1
test_id_430,90.897
test_id_431,76.442
test_id_432,92.842
test_id_433,63.649
test_id_434,65.42
test_id_435,98.341
test_id_436,63.686
test_id_437,83.926
test_id_438,70.443
test_id_439,92.891
test_id_440,60.854
test_id_441,59.272
test_id_442,41.342
test_id_443,73.773
test_id_444,57.469
test_id_445,53.613
test_id_446,52.012
test_id_447,66.98
test_id_448,74.171
test_id_449,61.627
test_id_450,81.113
test_id_451,76.332
test_id_452,74.113
test_id_453,61.825
test_id_454,84.045
test_id_455,92.73
test_id_456,60.966
test_id_457,102.81
test_id_458,81.386
test_id_459,95.23
test_id_460,69.102
test_id_461,62.309
test_id_462,71.985
test_id_463,71.017
test_id_464,51.917
test_id_465,66.131
test_id_466,86.095
test_id_467,57.531
test_id_468,34.142
test_id_469,61.061
test_id_470,57.48
test_id_471,58.934
test_id_472,56.399
test_id_473,86.875
test_id_474,49.752
test_id_475,61.959
test_id_476,56.205
test_id_477,76.331
test_id_478,60.902
test_id_479,86.157
test_id_480,102.822
test_id_481,93.815
test_id_482,62.735
test_id_483,65.287
test_id_484,57.298
test_id_485,44.52
test_id_486,64.432
test_id_487,63.421
test_id_488,57.936
test_id_489,42.562
test_id_490,50.571
test_id_491,56.335
test_id_492,82.327
test_id_493,69.523
test_id_494,49.641
test_id_495,67.385
test_id_496,62.365
test_id_497,58.842
test_id_498,56.777
test_id_499,72.512
test_id_500,60.228
test_id_501,66.423
test_id_502,83.769
test_id_503,85.112
test_id_504,60.836
test_id_505,74.001
test_id_506,57.197
test_id_507,45.84
test_id_508,76.02
test_id_509,65.829
test_id_510,65.62
test_id_511,82.389
test_id_512,64.548
test_id_513,53.225
test_id_514,55.863
test_id_515,59.915
test_id_516,64.879
test_id_517,69.986
test_id_518,77.385
test_id_519,78.201
test_id_520,31.666
test_id_521,47.559
test_id_522,65.478
test_id_523,68.368
test_id_524,53.34
test_id_525,42.981
test_id_526,47.523
test_id_527,47.309
test_id_528,63.629
test_id_529,65.483
test_id_530,67.794
test_id_531,60.356
test_id_532,49.736
test_id_533,83.373
test_id_534,62.549
test_id_535,76.57
test_id_536,66.733
test_id_537,75.572
test_id_538,74.286
test_id_539,54.358
test_id_540,56.434
test_id_541,84.561
test_id_542,72.314
test_id_543,75.969
test_id_544,76.463
test_id_545,74.557
test_id_546,71.766
test_id_547,77.733
test_id_548,87.145
test_id_549,66.701
test_id_550,77.298
test_id_551,84.084
test_id_552,87.245
test_id_553,97.601
test_id_554,84.723
test_id_555,77.048
test_id_556,82.484
test_id_557,101.323
test_id_558,90.032
test_id_559,86.84
test_id_560,58.148
test_id_561,83.059
test_id_562,67.268
test_id_563,73.56
test_id_564,67.253
test_id_565,81.05
test_id_566,88.281
test_id_567,62.856
test_id_568,97.663
test_id_569,63.071
test_id_570,55.835
test_id_571,58.566
test_id_572,91.835
test_id_573,81.876
test_id_574,85.237
test_id_575,58.711
test_id_576,67.255
test_id_577,68.822
test_id_578,71.015
test_id_579,65.289
test_id_580,78.36
test_id_581,65.179
test_id_582,60.686
test_id_583,76.034
test_id_584,86.715
test_id_585,71.336
test_id_586,74.529
test_id_587,51.249
test_id_588,75.115
test_id_589,59.073
test_id_590,71.091
test_id_591,69.988
test_id_592,61.892
test_id_593,68.393
test_id_594,73.494
test_id_595,63.441
test_id_596,67.466
test_id_597,62.488
test_id_598,57.781
test_id_599,48.488
test_id_600,82.669
test_id_601,60.316
test_id_602,51.684
test_id_603,62.191
test_id_604,58.813
test_id_605,59.008
test_id_606,63.262
test_id_607,64.368
test_id_608,58.756
test_id_609,71.255
test_id_610,66.2
test_id_611,52.856
test_id_612,55.955
test_id_613,63.996
test_id_614,54.864
test_id_615,52.984
test_id_616,47.218
test_id_617,53.546
test_id_618,48.906
test_id_619,52.417
test_id_620,75.304
test_id_621,74.59
test_id_622,52.944
test_id_623,71.441
test_id_624,67.85
test_id_625,72.644
test_id_626,69.729
test_id_627,62.6
test_id_628,71.823
test_id_629,47.54
test_id_630,73.487
test_id_631,74.773
test_id_632,67.714
test_id_633,74.557
test_id_634,83.598
test_id_635,77.13
test_id_636,82.613
test_id_637,73.731
test_id_638,74.503
test_id_639,51.193
test_id_640,60.99
test_id_641,58.16
test_id_642,46.313
test_id_643,26.929
test_id_644,64.876
test_id_645,57.479
test_id_646,67.916
test_id_647,101.516
test_id_648,71.733
test_id_649,88.095
test_id_650,76.721
test_id_651,91.679
test_id_652,72.25
test_id_653,92.261
test_id_654,96.996
test_id_655,88.767
test_id_656,59.161
test_id_657,75.835
test_id_658,74.349
test_id_659,55.76
test_id_660,48.469
test_id_661,56.727
test_id_662,71.09
test_id_663,39.242
test_id_664,75.749
test_id_665,72.511
test_id_666,58.84
test_id_667,60.244
test_id_668,85.507
test_id_669,84.576
test_id_670,63.285
test_id_671,83.946
test_id_672,92.106
test_id_673,40.671
test_id_674,38.01
test_id_675,53.117
test_id_676,55.63
test_id_677,54.201
test_id_678,56.192
test_id_679,53.975
test_id_680,43.652
test_id_681,63.256
test_id_682,70.885
test_id_683,64.919
test_id_684,51.472
test_id_685,72.894
test_id_686,62.482
test_id_687,40.691
test_id_688,68.72
test_id_689,58.253
test_id_690,63.714
test_id_691,72.375
test_id_692,55.594
test_id_693,71.825
test_id_694,76.394
test_id_695,81.624
test_id_696,74.686
test_id_697,82.059
test_id_698,72.811
test_id_699,74.822
test_id_700,65.357
test_id_701,65.074
test_id_702,75.296
test_id_703,66.438
test_id_704,63.407
test_id_705,79.382
test_id_706,77.93
test_id_707,90.016
test_id_708,77.32
test_id_709,76.859
test_id_710,81.936
test_id_711,74.097
test_id_712,80.838
test_id_713,75.913
test_id_714,65.015
test_id_715,71.243
test_id_716,55.787
test_id_717,68.8
test_id_718,45.053
test_id_719,45.838
test_id_720,49.366
test_id_721,69.048
test_id_722,53.968
test_id_723,59.832
test_id_724,68.7
test_id_725,70.085
test_id_726,63.258
test_id_727,50.786
test_id_728,54.263
test_id_729,63.405
test_id_730,62.112
test_id_731,77.416
test_id_732,68.832
test_id_733,45.455
test_id_734,65.132
test_id_735,66.917
test_id_736,58.935
test_id_737,56.069
test_id_738,63.419
test_id_739,73.39
test_id_740,89.216
test_id_741,84.582
test_id_742,83.597
test_id_743,75.975
test_id_744,93.578
test_id_745,105.277
test_id_746,92.588
test_id_747,84.93
test_id_748,56.246
test_id_749,84.374
test_id_750,44.903
test_id_751,32.915
test_id_752,39.648
test_id_753,63.506
test_id_754,70.572
test_id_755,64.328
test_id_756,61.032
test_id_757,64.104
test_id_758,73.288
test_id_759,70.243
test_id_760,64.935
test_id_761,79.288
test_id_762,62.17
test_id_763,66.779
test_id_764,64.838
test_id_765,83.272
test_id_766,53.915
test_id_767,65.197
test_id_768,75.053
test_id_769,77.282
test_id_770,71.511
test_id_771,66.561
test_id_772,87.876
test_id_773,83.313
test_id_774,73.738
test_id_775,72.078
test_id_776,90.359
test_id_777,84.992
test_id_778,58.724
test_id_779,73.734
test_id_780,91.299
test_id_781,76.036
test_id_782,100.045
test_id_783,87.264
test_id_784,72.74
test_id_785,92.461
test_id_786,44.817
test_id_787,55.524
test_id_788,58.953
test_id_789,41.716
test_id_790,58.398
test_id_791,52.309
test_id_792,60.855
test_id_793,58.281
test_id_794,61.233
test_id_795,44.771
test_id_796,63.38
test_id_797,57.062
test_id_798,56.078
test_id_799,77.306
test_id_800,35.257
test_id_801,62.923
test_id_802,62.808
test_id_803,51.08
test_id_804,62.901
test_id_805,66.84
test_id_806,74.635
test_id_807,74.009
test_id_808,71.668
test_id_809,73.857
test_id_810,84.569
test_id_811,82.604
test_id_812,62.73
test_id_813,83.343
test_id_814,79.928
test_id_815,76.57
test_id_816,84.096
test_id_817,102.601
test_id_818,47.462
test_id_819,37.836
test_id_820,66.086
test_id_821,41.928
test_id_822,50.308
test_id_823,51.273
test_id_824,65.357
test_id_825,63.329
test_id_826,38.268
test_id_827,57.432
test_id_828,69.408
test_id_829,51.885
test_id_830,81.224
test_id_831,62.861
test_id_832,72.089
test_id_833,58.165
test_id_834,72.684
test_id_835,49.361
test_id_836,53.965
test_id_837,64.492
test_id_838,57.44
test_id_839,36.836
test_id_840,53.616
test_id_841,68.565
test_id_842,65.502
test_id_843,64.929
test_id_844,68.101
test_id_845,71.878
test_id_846,41.038
test_id_847,65.759
test_id_848,51.786
test_id_849,66.276
test_id_850,63.451
test_id_851,43.92
test_id_852,62.85
test_id_853,81.346
test_id_854,50.931
test_id_855,71.126
test_id_856,47.012
test_id_857,56.376
test_id_858,78.242
test_id_859,70.584
test_id_860,76.643
test_id_861,71.839
test_id_862,84.027
test_id_863,71.576
test_id_864,82.047
test_id_865,75.42
test_id_866,78.178
test_id_867,100.755
test_id_868,45.209
test_id_869,61.513
test_id_870,41.961
test_id_871,77.63
test_id_872,41.12
test_id_873,71.669
test_id_874,91.16
test_id_875,62.727
test_id_876,73.345
test_id_877,92.692
test_id_878,96.555
test_id_879,68.521
test_id_880,65.503
test_id_881,62.216
test_id_882,80.994
test_id_883,89.021
test_id_884,93.847
test_id_885,53.696
test_id_886,53.8
test_id_887,63.23
test_id_888,64.7
test_id_889,52.775
test_id_890,85.115
test_id_891,82.049
test_id_892,87.06
test_id_893,85.011
test_id_894,59.852
test_id_895,84.498
test_id_896,62.275
test_id_897,77.506
test_id_898,93.146
test_id_899,79.005
test_id_900,95.141
test_id_901,76.589
test_id_902,68.22
test_id_903,55.67
test_id_904,41.222
test_id_905,51.364
test_id_906,37.02
test_id_907,63.635
test_id_908,46.307
test_id_909,35.067
test_id_910,48.965
test_id_911,56.666
test_id_912,41.102
test_id_913,56.744
test_id_914,62.506
test_id_915,58.94
test_id_916,81.53
test_id_917,68.46
test_id_918,71.31
test_id_919,63.9
test_id_920,51.282
test_id_921,69.413
test_id_922,63.641
test_id_923,85.16
test_id_924,71.534
test_id_925,62.62
test_id_926,59.042
test_id_927,88.76
test_id_928,73.196
test_id_929,75.102
test_id_930,79.434
test_id_931,71.64
test_id_932,71.795
test_id_933,42.747
test_id_934,47.197
test_id_935,47.197
test_id_936,43.021
test_id_937,53.607
test_id_938,45.043
test_id_939,62.59
test_id_940,55.336
test_id_941,63.353
test_id_942,71.372
test_id_943,68.039
test_id_944,66.799
test_id_945,64.823
test_id_946,75.223
test_id_947,68.122
test_id_948,68.396
test_id_949,64.384
test_id_950,81.187
test_id_951,72.7
test_id_952,64.432
test_id_953,60.381
test_id_954,57.664
test_id_955,83.033
test_id_956,75.543
test_id_957,65.053
test_id_958,68.842
test_id_959,80.113
test_id_960,83.803
test_id_961,62.87
test_id_962,65.645
test_id_963,74.401
test_id_964,84.28
test_id_965,84.918
test_id_966,73.955
test_id_967,90.067
test_id_968,85.787
test_id_969,84.621
test_id_970,68.182
test_id_971,43.895
test_id_972,51.955
test_id_973,42.393
test_id_974,49.876
test_id_975,44.57
test_id_976,61.691
test_id_977,66.577
test_id_978,67.464
test_id_979,72.453
test_id_980,71.656
test_id_981,75.575
test_id_982,63.637
test_id_983,68.932
test_id_984,73.911
test_id_985,69.995
test_id_986,60.705
test_id_987,52.409
test_id_988,51.956
test_id_989,83.595
test_id_990,74.484
test_id_991,62.165
test_id_992,60.505
test_id_993,61.047
test_id_994,81.454
test_id_995,92.825
test_id_996,86.238
test_id_997,84.987
test_id_998,96.398
test_id_999,72.48
test_id_1000,63.543
test_id_1001,50.931
test_id_1002,57.558
test_id_1003,49.028
test_id_1004,67.592
test_id_1005,46.246
test_id_1006,62.836
test_id_1007,62.963
test_id_1008,73.304
test_id_1009,64.497
test_id_1010,59.074
test_id_1011,66.229
test_id_1012,72.823
test_id_1013,75.699
test_id_1014,74.065
test_id_1015,70.483
test_id_1016,90.578
test_id_1017,67.712
test_id_1018,71.978
test_id_1019,89.68
test_id_1020,89.245
test_id_1021,55.276
test_id_1022,57.441
test_id_1023,56.61
test_id_1024,67.811
test_id_1025,50.958
test_id_1026,45.691
test_id_1027,68.164
test_id_1028,44.85
test_id_1029,44.595
test_id_1030,63.11
test_id_1031,57.288
test_id_1032,62.637
test_id_1033,57.161
test_id_1034,66.838
test_id_1035,59.232
test_id_1036,65.006
test_id_1037,57.619
test_id_1038,71.556
test_id_1039,72.641
test_id_1040,51.36
test_id_1041,63.886
test_id_1042,45.537
test_id_1043,68.627
test_id_1044,73.049
test_id_1045,41.529
test_id_1046,46.5
test_id_1047,40.592
test_id_1048,62.989
test_id_1049,41.445
test_id_1050,46.471
test_id_1051,36.297
test_id_1052,63.272
test_id_1053,70.31
test_id_1054,61.089
test_id_1055,56.189
test_id_1056,56.488
test_id_1057,71.744
test_id_1058,68.362
test_id_1059,74.26
test_id_1060,78.059
test_id_1061,55.794
test_id_1062,43.273
test_id_1063,91.736
test_id_1064,63.404
test_id_1065,73.233
test_id_1066,92.814
test_id_1067,59.338
test_id_1068,64.857
test_id_1069,107.859
test_id_1070,92.944
test_id_1071,73.825
test_id_1072,52.338
test_id_1073,61.566
test_id_1074,52.114
test_id_1075,68.359
test_id_1076,68.423
test_id_1077,51.843
test_id_1078,59.428
test_id_1079,57.665
test_id_1080,57.532
test_id_1081,57.078
test_id_1082,63.306
test_id_1083,58.023
test_id_1084,53.37
test_id_1085,44.921
test_id_1086,63.689
test_id_1087,68.26
test_id_1088,67.429
test_id_1089,67.957
test_id_1090,62.088
test_id_1091,70.273
test_id_1092,74.713
test_id_1093,56.011
test_id_1094,64.374
test_id_1095,69.464
test_id_1096,60.977
test_id_1097,95.327
test_id_1098,83.497
test_id_1099,50.748
test_id_1100,78.274
test_id_1101,59.352
test_id_1102,81.898
test_id_1103,70.016
test_id_1104,77.69
test_id_1105,56.347
test_id_1106,43.691
test_id_1107,62.958
test_id_1108,67.776
test_id_1109,73.607
test_id_1110,77.793
test_id_1111,78.013
test_id_1112,88.52
test_id_1113,85.789
test_id_1114,86.178
test_id_1115,77.879
test_id_1116,53.976
test_id_1117,58.01
test_id_1118,64.064
test_id_1119,47.619
test_id_1120,61.82
test_id_1121,57.518
test_id_1122,55.906
test_id_1123,65.039
test_id_1124,74.015
test_id_1125,75.089
test_id_1126,63.389
test_id_1127,65.057
test_id_1128,83.275
test_id_1129,82.357
test_id_1130,75.515
test_id_1131,79.163
test_id_1132,84.966
test_id_1133,68.696
test_id_1134,79.725
test_id_1135,83.542
test_id_1136,80.247
test_id_1137,74.593
test_id_1138,85.509
test_id_1139,102.515
test_id_1140,94.79
test_id_1141,60.673
test_id_1142,103.675
test_id_1143,55.497
test_id_1144,64.126
test_id_1145,51.105
test_id_1146,53.427
test_id_1147,45.096
test_id_1148,54.282
test_id_1149,60.977
test_id_1150,61.66
test_id_1151,56.189
test_id_1152,72.387
test_id_1153,74.289
test_id_1154,53.958
test_id_1155,87.648
test_id_1156,83.463
test_id_1157,71.665
test_id_1158,88.509
test_id_1159,66.189
test_id_1160,79.925
test_id_1161,72.072
test_id_1162,83.305
test_id_1163,76.381
test_id_1164,63.588
test_id_1165,65.992
test_id_1166,99.141
test_id_1167,59.005
test_id_1168,66.74
test_id_1169,83.604
test_id_1170,88.155
test_id_1171,48.938
test_id_1172,82.185
test_id_1173,57.083
test_id_1174,52.112
test_id_1175,38.668
test_id_1176,49.493
test_id_1177,74.831
test_id_1178,53.751
test_id_1179,52.131
test_id_1180,52.05
test_id_1181,63.2
test_id_1182,68.861
test_id_1183,58.75
test_id_1184,55.619
test_id_1185,59.025
test_id_1186,69.893
test_id_1187,52.838
test_id_1188,70.032
test_id_1189,66.303
test_id_1190,77.864
test_id_1191,69.436
test_id_1192,75.143
test_id_1193,71.286
test_id_1194,65.789
test_id_1195,86.608
test_id_1196,60.935
test_id_1197,69.229
test_id_1198,64.271
test_id_1199,78.125
test_id_1200,61.354
test_id_1201,51.794
test_id_1202,84.294
test_id_1203,78.078
test_id_1204,67.073
test_id_1205,51.334
test_id_1206,58.298
test_id_1207,42.002
test_id_1208,52.403
test_id_1209,41.751
test_id_1210,60.691
test_id_1211,73.745
test_id_1212,58.812
test_id_1213,50.146
test_id_1214,46.457
test_id_1215,62.025
test_id_1216,68.816
test_id_1217,48.538
test_id_1218,64.003
test_id_1219,56.264
test_id_1220,49.457
test_id_1221,60.205
test_id_1222,68.2
test_id_1223,50.982
test_id_1224,69.744
test_id_1225,65.115
test_id_1226,63.202
test_id_1227,76.454
test_id_1228,63.266
test_id_1229,77.179
test_id_1230,94.558
test_id_1231,81.773
test_id_1232,71.464
test_id_1233,78.227
test_id_1234,68.547
test_id_1235,84.468
test_id_1236,72.636
test_id_1237,88.813
test_id_1238,72.449
test_id_1239,87.852
test_id_1240,59.202
test_id_1241,58.732
test_id_1242,58.29
test_id_1243,56.177
test_id_1244,53.958
test_id_1245,64.55
test_id_1246,28.955
test_id_1247,56.952
test_id_1248,52.968
test_id_1249,64.31
test_id_1250,46.982
test_id_1251,45.279
test_id_1252,55.671
test_id_1253,42.44
test_id_1254,54.271
test_id_1255,60.596
test_id_1256,53.59
test_id_1257,63.539
test_id_1258,57.59
test_id_1259,56.893
test_id_1260,50.228
test_id_1261,56.151
test_id_1262,57.242
test_id_1263,69.592
test_id_1264,55.428
test_id_1265,52.655
test_id_1266,62.847
test_id_1267,72.681
test_id_1268,45.966
test_id_1269,64.315
test_id_1270,64.516
test_id_1271,56.372
test_id_1272,73.11
test_id_1273,57.108
test_id_1274,70.032
test_id_1275,67.014
test_id_1276,73.94
test_id_1277,83.393
test_id_1278,80.741
test_id_1279,66.724
test_id_1280,60.328
test_id_1281,66.35
test_id_1282,85.896
test_id_1283,68.684
test_id_1284,73.662
test_id_1285,64.322
test_id_1286,79.73
test_id_1287,81.128
test_id_1288,70.227
test_id_1289,66.221
test_id_1290,63.833
test_id_1291,93.673
test_id_1292,88.936
test_id_1293,89.88
test_id_1294,108.289
test_id_1295,68.138
test_id_1296,79.565
test_id_1297,72.015
test_id_1298,49.327
test_id_1299,69.424
test_id_1300,74.052
test_id_1301,70.264
test_id_1302,74.249
test_id_1303,72.169
test_id_1304,72.41
test_id_1305,69.473
test_id_1306,95.708
test_id_1307,63.105
test_id_1308,74.12
test_id_1309,73.741
test_id_1310,66.765
test_id_1311,61.405
test_id_1312,82.478
test_id_1313,76.068
test_id_1314,64.327
test_id_1315,64.193
test_id_1316,64.076
test_id_1317,66.91
test_id_1318,60.969
test_id_1319,69.004
test_id_1320,74.673
test_id_1321,64.438
test_id_1322,72.001
test_id_1323,59.08
test_id_1324,70.59
test_id_1325,59.18
test_id_1326,69.94
test_id_1327,44.581
test_id_1328,59.3
test_id_1329,39.433
test_id_1330,60.711
test_id_1331,64.226
test_id_1332,65.392
test_id_1333,70.155
test_id_1334,69.536
test_id_1335,75.961
test_id_1336,75.083
test_id_1337,59.51
test_id_1338,75.479
test_id_1339,83.704
test_id_1340,71.316
test_id_1341,43.691
test_id_1342,52.939
test_id_1343,54.98
test_id_1344,68.783
test_id_1345,62.472
test_id_1346,55.572
test_id_1347,68.595
test_id_1348,60.628
test_id_1349,51.506
test_id_1350,45.04
test_id_1351,48.214
test_id_1352,86.339
test_id_1353,61.463
test_id_1354,64.738
test_id_1355,54.903
test_id_1356,62.88
test_id_1357,62.945
test_id_1358,73.43
test_id_1359,82.45
test_id_1360,51.289
test_id_1361,69.619
